,census_tract,median_income_07_to_11,median_income_12_to_16,median_rent_07_to_11,median_rent_12_to_16
381,36005040501,31038.5263888777,36129.6099329827,1139.25721990328,1201.0576955935699
382,36005040502,25525.431983142098,23594.972148918798,1176.11235356333,1138.86370626317
383,36005040600,41066.3746679692,49137.3298653959,1254.15851896108,1235.7231978433
384,36005040701,25649.0050783552,37323.5306134072,1209.71556366514,1229.60575626982
385,36005040702,32497.5560920078,30532.150893247002,1086.14246845203,1111.3352191825
386,36005040800,36552.7047691326,34538.0555502819,1182.61620067981,1242.86021301236
387,36005040900,58312.4092718333,47356.1347939172,1022.1879718066499,1063.4152601902301
388,36005027402,97124.11693942311,72238.8283940539,,
389,36005027600,50811.3055974939,61174.4157348167,1287.76172906289,
390,36005027700,30985.4116374264,34139.40227441,987.500787185429,1195.9598276156698
391,36005027900,46978.3716968488,60589.1804909536,1192.37197135452,1289.76059840905
392,36005028100,62193.038051332594,62605.8970630114,1116.4937549956,
393,36005028300,41844.6683729079,24379.02424392,741.438571278631,859.500541074175
394,36005028400,53797.655398477305,100409.64683993699,1559.8393334355999,
395,36005028500,46544.781889083606,60721.7250583791,1169.60850644685,1470.2251248267598
396,36005028600,76356.2491219855,76326.2989387352,,1491.6361703339498
397,36005028700,47557.2140902155,53366.5211398629,1285.59378002406,1355.01330852619
398,36005028800,61803.8911988632,103334.80348565699,,
399,36005028900,50924.0389475129,49704.212784538606,1266.08223867462,1222.4687411007499
400,36005029301,111827.147320744,105581.943690316,,
401,36005029302,97839.5401222358,98602.96242856869,,
402,36005029500,96202.7385979218,103869.06004974099,1758.20667048822,1682.29643270746
403,36047075200,113546.33090853301,128211.37964422,,
404,36047075400,115495.31709443801,120192.433314981,,
405,36047075600,66911.5791343382,84651.1173466482,,
406,36047075800,103807.903826125,85968.4064321379,,
407,36047076000,64564.7742998087,43795.7837981509,1177.19632808274,1153.13773660129
408,36047076200,49640.6131165277,45116.131604427304,1131.66939826738,1267.32997930629
409,36047076400,60810.97053908071,55705.422968124105,1175.0283790439098,1254.0755225637402
410,36047076600,64222.2383516741,60820.6236971503,1214.05146174279,1415.16815066543
411,36047076800,53940.7400350398,43331.8778121618,1235.73095213105,1320.34780627646
412,36047077000,61097.1398122058,49562.492054752904,1257.41044251932,1433.52047538587
413,36047077200,52587.9398348122,61702.554857327304,1223.80723241751,1311.17164391624
414,36047077400,51524.5608312678,58138.125567178606,1186.9520987574601,1316.2695118941401
415,36047077600,51374.9723475888,58115.6949480759,,
416,36047078000,70414.9847810817,85806.2942304406,,
417,36047078200,52143.5102818528,57726.2178345642,951.7296280447929,1161.29432536594
418,36047078400,78419.0526324288,80546.314050842,,
419,36047078600,40186.1873582057,45997.0431910087,1055.79118190846,1220.42959390959
420,36047078800,42472.289619648196,33952.8203064188,1151.1809396168198,1126.62882311621
421,36047079000,41530.3157622781,42254.1885216335,1083.9745194132001,1258.15381694606
422,36047079200,46850.46270355809,37705.8707117498,1137.08927086445,1127.64839671179
423,36047079400,56028.474959429695,36946.2883830425,1279.08993290758,1255.0950961593198
424,36047079601,45098.7598801863,54332.057334877405,1165.27260836919,1274.46699447535
425,36047079602,34838.9410539404,40782.9438232111,1145.76106701976,1220.42959390959
426,36047079801,48157.7359739704,72667.0493041976,1046.03541123374,1295.87803998253
427,36047079802,49976.6452175458,61884.0389573406,1199.9597929904198,1313.2107911074002
428,36047080000,54564.0253837024,69311.6326011429,1105.6540098014698,1340.7392781880699
429,36047080200,43477.1339991442,45911.399008979904,1036.27964055902,1231.64490346098
430,36047080400,48176.1635408004,33542.9517209956,1319.19699012587,1242.86021301236
431,36047080600,56908.662269193206,40309.8616748619,1140.34119442269,1398.8549731361402
432,36005041100,44807.1707344642,41025.6023389592,1227.05915597575,1360.11117650409
433,36005041300,38964.548074827,42567.1976154766,1142.50914346152,1231.64490346098
434,36005041400,55372.670375184694,54862.2356045792,1206.4636401069001,1317.2890854897198
435,36005041500,32491.0522448914,50714.6102177586,1181.53222616039,1315.24993829856
436,36005041800,46475.4075198411,38734.6204696904,1186.9520987574601,1377.44392762896
437,36005041900,34471.473691859304,38086.171662901295,1116.4937549956,1214.3121523361099
438,36005042000,42229.4793272996,39126.1367303932,1189.12004779628,1156.19645738804
439,36005042100,55101.676745331395,31876.9684658174,1070.96682518025,1111.3352191825
440,36005042200,51880.1044736353,51286.5910048792,1204.29569106807,
441,36005042300,42139.509442188304,33843.7259316918,1228.14313049516,1200.0381219979902
442,36005042400,60405.5640688202,63893.618514229296,,
443,36005042500,39061.0218070548,29942.8373550016,1247.6546718446,1271.4082736886098
444,36047096800,89563.39466651599,63527.59159341599,,
445,36047097000,55553.6941199267,77583.4331820857,1114.32580595677,1403.95284111404
446,36047097400,62647.2233749667,61599.577924173704,,1467.1664040400199
447,36047098200,21719.5974454824,23734.6537315133,513.803922201859,541.393579253128
448,36047098400,88675.6195351166,69291.2411292313,,
449,36047098600,73620.2974349866,68153.39699656371,1326.78481176176,1396.8158259449801
450,36047098800,65134.94489702,67211.3109942475,1249.8226208834199,1342.77842537923
451,36047099000,48172.9116172422,90562.6050538226,,
452,36047099200,81022.7594280593,68730.4756516621,,
453,36047099400,85362.9934037898,66770.8552009568,1579.3508747850399,1637.43519450193
454,36047099600,74913.4790366465,70803.2687714768,,
455,36047099800,68185.2491946488,73234.9517969358,,
456,36047100400,71773.2048539065,70044.7060163651,1492.63291323198,
457,36047100600,97049.3226975835,79836.6908283181,,
458,36047100800,53990.6028629329,64023.104360868,,
459,36047101000,64753.3858661866,60548.3975471304,,1636.4156209063501
460,36047101200,63141.5157558191,55439.314259677594,,
461,36047101400,71626.86829378571,61811.649232054406,,
462,36047101600,79604.9207566669,100755.28228883901,,
463,36047101800,77858.6378058922,73052.4481233269,,
464,36047102000,96704.6188004101,97879.0651757067,,
465,36047102200,60812.054513600095,64233.1365215575,1302.93737233467,
466,36047102400,56176.9794685893,85278.1551079301,,
467,36047102600,71900.0298726778,74009.82772957679,1374.47969061594,
468,36047102800,89831.136372811,74428.8724773603,,
469,36047103400,27666.2816589832,23585.795986558598,554.99495393956,447.59280845974195
470,36047105801,22200.8821321018,20702.4418582575,930.0501376565289,732.0538416266401
471,36047105804,28124.802880695,29224.0379701175,985.3328381466021,608.6854365614261
472,36047107000,63309.5318063282,82241.864940292,,1155.17688379246
473,36047107800,64202.7268103246,64807.1564558692,1250.90659540284,
474,36047109800,40852.8316876448,47615.1064871946,1248.73864636401,1571.16291078921
475,36047110400,36044.3207195279,46164.2532606838,923.54629054005,991.0255349040301
476,36047000900,117532.105216415,127160.199267177,2050.87979072978,2775.2793271695195
477,36047001100,85884.3851476275,117091.910010821,,2923.1174985286602
478,36047001300,103614.956361669,108011.587568584,,
479,36047001500,71567.2496952179,96804.4346059651,1725.68743490582,2297.09931084237
480,36047001800,,,,
481,36047002000,58715.647793055,62841.4185635905,1242.23479924753,1324.4261006587801
482,36047002100,181822.633962813,215202.418392725,,3324.82949518729
483,36047002200,37987.8870328357,42906.7156228048,1107.82195884029,1207.17513716705
484,36047002300,18465.5059382039,18479.7714198925,377.223132755795,433.318778121618
485,36047002901,10473.3618065704,21641.469139787,312.184661591003,518.962960150362
486,36047003000,60748.100016954806,76680.0909764016,,
487,36047003100,69870.8295723363,77915.81417424491,,
488,36047003300,90715.65958065221,117769.926451882,1970.6656762932,2310.35376758491
489,36047003400,75774.15480506059,70393.40018605361,,
490,36047003500,50230.295255088495,62652.7974484081,1068.79887614142,1225.52746188749
491,36047003600,63029.8663803196,75405.6239819262,1281.25788194641,1439.63791695935
492,36047003700,79943.1208067238,131440.369221423,1802.6496257841602,2697.7917339054197
493,36047003800,100945.127120355,84681.7045545156,,
494,36047003900,66732.7233386351,106833.98006568801,1577.18292574621,1407.01156190078
495,36047004100,99299.65379988539,137358.993943766,1834.0848868471398,2084.00842936609
496,36047004300,103824.163443916,128403.05948018901,1604.28228873154,2006.5208361019897
497,36047004400,94305.78318894868,89297.3142217075,,
498,36047004500,115292.61385930801,139155.482619179,1977.16952340968,2234.9053215119698
499,36047004600,57876.651515029196,106205.922730811,,
500,36047004700,107282.04216084401,110878.628519355,1270.41813675227,1743.47084844228
501,36047004900,89546.05107420529,115976.49649725699,1573.93100218797,1951.46386194065
502,36047005000,80507.8715313381,102519.14460919301,,1713.9032141704502
503,36047005100,95593.5449180116,92592.57608262301,1829.7489887694896,2329.72566590094
504,36047005201,28750.2561783964,19276.0583980407,984.248863627189,530.178269701745
505,36047005202,64631.9807200123,71752.4917889621,1417.8386713924697,
506,36047005300,80451.5048563286,82203.1211436599,1364.72391994122,1639.4743416930899
507,36047005400,65812.4289716533,64440.1099614603,1389.6553338877302,1480.4208607825599
508,36047005601,56633.332741262195,62119.5604579196,1333.28865887824,1467.1664040400199
509,36047005602,64135.520390121,65741.0858694208,1300.76942329584,1332.5826894234199
510,36047005800,56359.0871878507,45968.495130332405,1273.67006031051,1336.66098380574
511,36047005900,62027.1899498623,67626.2774476487,1475.2893209213698,1922.9158012644
512,36047006000,67990.1337811544,72565.0919446396,1357.13609830533,1456.97066808422
513,36047006200,57650.100840471794,59068.9962599434,1300.76942329584,1498.77318550301
514,36047006300,98877.9877118336,110406.56594460199,2087.73492438983,2337.88225466558
515,36047006400,55887.558271906,64920.329124978605,1225.9751814563301,1311.17164391624
516,36047006500,93066.80031325939,120464.659465001,2033.53619841917,2179.8483473506303
517,36047006600,56456.6448945979,62008.42693600139,1325.70083724235,1411.08985628311
518,36047006700,129451.48903188301,145266.806751087,,2033.02974958707
519,36047006800,44180.6334622434,42743.583847512,1241.15082472812,1367.2481916731501
520,36047006900,102106.063830646,131513.778520305,2117.00223641399,2269.5708237617
521,36047007000,65457.9693038051,46177.50771742639,1081.80657037438,1205.13598997589
522,36047007100,38982.975641657,31668.975452319,599.437909235502,600.528847796784
523,36047007200,42283.6780532703,37090.0482600194,1206.4636401069001,1346.85671976155
524,36047007400,38150.4832107477,41242.771514817796,1218.38735982044,1499.79275909859
525,36047007500,106929.750442035,138833.297362975,2004.26888639501,2325.6473715186103
526,36047007600,42599.1146384195,34531.9381087084,1221.6392833786801,1319.32823268088
527,36047007700,107902.075585949,132838.20462096302,2070.39133207922,2208.39640802688
528,36047007800,34306.7095649085,45953.2015263987,1243.31877376694,1384.58094279802
529,36047008000,44826.682275813604,59089.387731855,1001.5924559378,1589.51523550965
530,36047008200,50918.6190749158,41606.75928844,1208.63158914572,1378.46350122454
531,36047008400,34105.0903042976,45978.690866288205,1331.12070983941,1290.7801720046302
532,36047008500,18154.4052511323,14507.5126915118,437.92570584293406,402.73157025421
533,36047008600,,,,
534,36047008800,41665.8125772047,55901.1810984755,1339.79250599472,1464.1076832532801
535,36047009000,32620.045212701498,39541.1031837944,1231.3950540534,1369.28733886431
536,36047009200,39315.7558191169,42308.2259221992,1165.27260836919,1267.32997930629
537,36047009400,46649.9274174666,43190.1570823762,1052.5392583502198,1344.81757257039
538,36047009600,43822.921870837,37625.324397699,1203.21171654866,1365.20904448199
539,36047009800,39119.5564311031,38944.652630379904,1046.03541123374,1328.5043950411
540,36047010000,30673.2269758354,35389.3995025915,1008.09630305428,1225.52746188749
541,36047010100,45801.175368766104,59168.9144723103,1223.80723241751,1252.03637537258
542,36047010200,42175.2806013289,49344.3033052987,1210.79953818455,1244.8993602035198
543,36047010400,35309.3859953657,38882.4586410495,1179.36427712157,1211.25343154937
544,36047010600,34998.2853082941,36392.6599206425,1138.17324538386,1169.45091413058
545,36047010800,41217.0471261677,32686.5099007081,1179.36427712157,1048.12165625653
546,36047011000,39071.8615522489,54311.6658629658,1219.47133433985,1481.44043437814
547,36047011200,29652.1229785482,28861.069770090897,1131.66939826738,1149.05944221897
548,36047011400,42619.7101542883,45430.160271866,1009.18027757369,1181.68579727754
549,36047011600,33598.8742037317,32809.878305773396,1079.63862133555,1172.50963491732
550,36047011700,73672.3282119184,81340.561881799,1460.11367764959,1744.49042203786
551,36047011800,44145.9462776221,29145.5308032578,1377.73161417418,1256.1146697549
552,36047011900,75607.222729071,77163.3688607066,1418.9226459118802,1657.82666641353
553,36047012000,28311.246498034103,51743.3599756991,1438.43418726132,1316.2695118941401
554,36047012100,83076.8911423473,98771.1920718395,1679.0765305710502,2086.04757655725
555,36047012200,42701.0082432443,37814.9650864769,1332.20468435883,1215.33172593169
556,36047012600,34002.1127249534,42603.9022649175,1273.67006031051,1396.8158259449801
557,36047012700,26381.7718534786,55520.880147324104,557.162902978387,840.128642758149
558,36047012801,54650.7433452555,51615.9132762516,1208.63158914572,1372.34605965105
559,36047012901,95254.26089343529,93946.5698175536,1886.11566377897,2233.88574791639
560,36047012902,95428.7807910608,107692.461033167,1970.6656762932,2209.41598162246
561,36047013000,53822.5868124238,55960.3163670191,1284.5098055046499,1317.2890854897198
562,36047013100,111717.66589428301,127588.42017732,1848.1765555995103,2091.14544453515
563,36047013200,42590.4428422642,56893.226206975094,1310.52519397056,1304.03462874718
564,36047013300,117512.59367506599,136934.851328005,,2169.65261139483
565,36047013400,78686.79433872389,72007.3851878572,1259.57839155814,1409.05070909194
566,36047013500,113139.840463753,115187.34653427801,1996.6810647591199,2375.6064777020497
567,36047013600,77942.103843887,66994.1418183889,,1520.1842310101902
568,36047013700,86115.2717202626,104164.736392459,1586.9386964209302,1828.0954568754398
569,36047013800,53122.3392728829,54414.642796119406,1323.5328882035199,1465.1272568488598
570,36047013900,69067.6044534511,110878.628519355,1588.02267094034,2051.38207430752
571,36047014000,57459.3213250551,62448.882729292,1197.79184395159,1256.1146697549
572,36047014100,87328.2392074859,88654.9828564919,1879.6118166625,1821.97801530196
573,36047014200,56826.280205717805,62365.277694454504,1297.51749973761,1452.8923737019
574,36047014300,60792.5429722507,95435.1472671008,1428.6784165866,1868.87840069865
575,36047014500,51900.6999895042,70285.3253849221,1412.4187987954,1617.04372259032
576,36047014700,70458.34376185821,83013.6821521463,1650.8931930663098,1760.8035995671398
577,36047014800,92857.5932310127,57316.3492491409,,
578,36047014900,102051.865104675,105451.438270081,1983.6733705261602,2000.40339452851
579,36047015000,77985.4628246635,72326.5117232738,,
580,36047015100,119084.356728215,126906.325441877,1992.3451666814701,2246.1206310633497
581,36047015200,64387.002478624905,89665.38028971199,,
582,36047015300,113201.62701136,149324.709661496,1887.1996382983898,2169.65261139483
583,36047015400,,,,
584,36047015500,113139.840463753,131998.075978205,2048.7118416909602,2167.61346420367
585,36047015700,129075.34987364699,108669.21253773301,,2170.67218499041
586,36047015900,118509.850232926,130259.702997741,2010.7727335114898,
587,36047016000,60586.5878135622,61043.910314582405,1301.85339781526,1367.2481916731501
588,36047016100,107674.440936872,113512.187116739,2028.1163258221,2162.51559622577
589,36047016200,91629.4501005175,72432.5473772141,,1596.6522506787198
590,36047016300,85024.7933537329,88699.8440946975,1663.90088729927,1684.33557989862
591,36047016400,81213.5389434761,99590.92924268599,,3087.26884741708
592,36047016500,130864.991805198,151744.15780380802,1783.1380844347198,2466.3485277086897
593,36047016600,79943.1208067238,97496.7250773641,,
594,36047016700,115949.50241807199,132655.700947354,1759.29064500763,2075.85184060145
595,36047016800,90018.6639646695,83796.7146735519,,
596,36047016900,72195.9549164776,93139.067529854,1246.5706973251802,1970.83576025668
597,36047017000,70605.7642964984,72644.6186850948,,
598,36047017100,108767.08725244,118616.172536214,,
599,36047017200,85077.9081051841,67013.513716705,,1365.20904448199
600,36047017400,45945.3439798481,93036.0905967004,1175.0283790439098,
601,36047017500,,,,
602,36047017600,42972.0018730976,54202.5714882388,1096.98221364616,1172.50963491732
603,36047017700,,,,
604,36047017800,57102.693708168204,57067.573291819295,,1389.6788107759198
605,36047017900,65038.471164792194,56311.0496838988,1217.3033853010302,1048.12165625653
606,36047018000,34508.328825519304,71242.70499117191,1268.25018771345,1320.34780627646
607,36047018100,82699.6680095916,82766.9453420158,1662.8169127798499,1700.6487574279001
608,36047018200,40494.0361217191,57965.8176295256,1214.05146174279,1362.1503236952499
609,36047018300,104332.547493521,95895.9945323031,1985.8413195649898,2069.73439902797
610,36047018400,55504.91526655309,77424.37970117519,,
611,36047018501,23705.438765047402,23341.098323619302,497.544304410661,486.336605091793
612,36047018600,56549.866703267406,67419.3040077459,,
613,36047018700,119237.19713545199,81218.2130503294,1894.7874599342802,2081.96928217493
614,36047018800,83808.5739429513,62521.272454578204,,
615,36047019000,45737.220872120706,43607.1626829685,1209.71556366514,1207.17513716705
616,36047019100,57534.1155668946,84374.8129022459,1554.4194608385299,2305.25589960701
617,36047019200,34958.1782510758,40236.452375980094,1159.85273577213,1132.7462646896902
618,36047019300,43867.3648261329,54802.08076244,1062.29502902494,
619,36047019400,39109.8006604284,40326.1748523912,1212.96748722337,1291.79974560021
620,36047019500,60286.326871684694,80530.00087331269,1443.85405985839,1743.47084844228
621,36047019600,44036.4648511614,41429.353482809,1214.05146174279,1314.23036470298
622,36047019700,81956.0614892741,90300.5746397585,,1850.5260759782
623,36047019800,45487.906732655705,61599.577924173704,,1463.0881096577
624,36047019900,60804.4666919643,80645.2126896133,1493.71688775139,1719.00108214835
625,36047020000,58731.9074108462,57067.573291819295,1518.6483016979,
626,36047020100,79660.20345715691,97309.12353577731,1554.4194608385299,2042.2059119473001
627,36047020200,87116.8641762004,94098.486283295,,
628,36047020300,74773.6463236422,104283.006929546,2015.10863158915,2060.55823666774
629,36047020400,80528.4670472069,71290.6249501642,,
630,36047020500,88556.3823379811,82071.5961498301,1766.87846664352,2026.9123080135898
631,36047020600,68832.3819827384,85230.2351489378,,
632,36047020700,106353.075997707,101271.18652820199,1568.51112959091,1824.0171624931197
633,36047020800,55365.0825535488,53527.6137679646,1261.74634059697,1206.1555635714699
634,36047021000,59889.5921975795,46478.2819281226,1218.38735982044,1319.32823268088
635,36047021100,59401.8036638436,46807.604199495,1289.92967810171,1246.93850739468
636,36047021200,43484.7218207801,38813.12763655,1089.39439201027,1294.85846638695
637,36047021300,49939.7900838857,41768.8714901373,1099.1501626849902,1315.24993829856
638,36047021400,28962.715184201403,57533.5184249995,1155.51683769448,1346.85671976155
639,36047021500,64623.308923857,66066.3298464109,1301.85339781526,1332.5826894234199
640,36047021600,43246.2474265092,38416.5135078693,1301.85339781526,1390.6983843715
641,36047021700,43624.5545337844,59429.925312778796,1030.85976796196,1208.19471076263
642,36047021800,36006.3816113484,31294.7919427411,1069.8828506608302,1462.06853606212
643,36047021900,38191.6742424854,61381.3891747195,1165.27260836919,1366.22861807757
644,36047022000,34333.8089278938,31730.1498680538,1278.0059583881698,1587.47608831849
645,36047022100,46142.627342381296,43852.8799195033,1216.21941078161,1211.25343154937
646,36061001502,137285.372883682,148232.74634063,,3181.06961821047
647,36061001600,30133.4076651677,43827.3905796138,963.653347758338,1076.66971693277
648,36061001800,46367.010067899806,62958.669527082195,1248.73864636401,1343.79799897481
649,36061002000,20324.5222389976,15793.1949955385,445.513527478827,405.790291040951
650,36061002100,222422.899587434,254894.418468665,,3569.52715812655
651,36061002201,44750.8040594547,34359.6301710554,918.1264179429841,974.7123573747459
652,36061002202,96680.77136098311,89823.4141970269,,1980.0119226169
653,36047080800,13549.681492665,9930.64682095191,364.215438522836,255.91297249065
654,36047081000,35229.171880929105,44075.1469633399,1037.36361507844,1281.6040096444099
655,36047081400,61451.5994800539,41501.7432080952,1221.6392833786801,1335.6414102101598
656,36047081600,50133.8215228607,41874.907144077595,1209.71556366514,1301.99548155602
657,36047081800,43063.0557327283,48305.357811402406,1125.16555115091,1223.48831469633
658,36047082000,50188.0202488313,37643.6767224195,1136.00529634504,1234.70362424772
659,36047082200,37269.2119264648,41922.8271030699,1090.47836652968,1228.58618267424
660,36047082400,36655.6823484769,43999.6985172669,1178.28030260215,1325.4456742543598
661,36047082600,36875.7291759178,44925.471342053796,1170.6924809662598,1179.64665008638
662,36047082800,47073.7614545572,50603.4766958404,1133.83734730621,1195.9598276156698
663,36047083000,43463.0423303918,51596.541377935595,1112.15785691795,1262.2321113283801
664,36047083200,82737.607117771,64954.9946272284,,
665,36047083400,79774.0207816953,57836.331782886904,,
666,36047083600,65770.15396539611,68774.3173162721,,
667,36047083800,75598.5509329157,54483.9738006189,,
668,36047084000,63842.8472698795,52542.705674634104,,
669,36047084600,81298.0889559903,54643.0272815294,,1278.54528885767
670,36047084800,76733.4722547413,55179.3229928047,,
671,36047085000,66226.5072380691,71582.22299850019,,
672,36047085200,,,,
673,36047085400,77664.6063669172,48697.8936457008,,1236.74277143888
674,36047085600,67769.0029791941,50628.9660357299,1183.70017519922,1217.37087312285
675,36047085800,57018.1436956539,53368.560287054104,1166.3565828886099,1285.68230402673
676,36047086000,43932.4032972977,52337.7713819224,1250.90659540284,1192.90110682893
677,36047086200,39082.7012974431,49704.212784538606,1137.08927086445,1168.431340535
678,36047086400,95009.28265204788,42351.0480132136,,1190.8619596377698
679,36047086600,46212.0017116237,46340.6394927192,1193.45594587394,1220.42959390959
680,36047086800,29681.3902905723,58982.3325043191,1225.9751814563301,1292.81931919579
681,36047087000,39781.8648624646,36641.435877964,1175.0283790439098,1268.3495529018699
682,36047087200,54634.4837274643,41766.8323429461,928.9661631371159,1391.71795796708
683,36047087401,43966.0065073995,30236.474550528703,1053.62323286963,1057.29781861675
684,36047087600,64767.477534938895,32332.717863041802,1085.05849393262,962.4774742277831
685,36047087800,49270.977805407805,37411.213942627204,1173.9444045245,1213.2925787405302
686,36047088000,58861.9843531758,51286.5910048792,1070.96682518025,1122.5505287338901
687,36047088200,38837.7230560557,48983.3742524633,1203.21171654866,1268.3495529018699
688,36047088400,42173.112652290096,43942.6023959144,1140.34119442269,1286.7018776223101
689,36047088600,38724.9897060367,38090.2499572836,1127.33350018973,1208.19471076263
690,36047088800,47679.703210909196,46014.3759421335,1173.9444045245,1231.64490346098
691,36047089000,37385.197200042,29651.2393066657,1215.1354362622,1200.0381219979902
692,36047089200,31183.778974479,20929.806770072,1067.7149016220098,1158.2356045792
693,36047089400,45994.122833221605,42076.7827160025,1219.47133433985,1328.5043950411
694,36047089600,36865.9734052431,37895.5114005278,1082.8905448937899,1175.56835570406
695,36047089800,40723.838719834705,40782.9438232111,,1346.85671976155
696,36047090000,29380.045374175497,25539.298995690402,888.859105918827,865.6179826476559
697,36047090200,25099.4299970127,42057.4108176865,552.827004900734,537.3152848708071
698,36047090600,16421.1299945906,14783.817135914,502.96417700772696,454.729823628804
699,36047090800,13319.8788945494,12287.900973933502,575.5904698084111,430.260057334877
700,36047091000,11754.6196885168,11229.583581721201,331.69620294044,401.71199665862997
701,36047091200,19110.4707772548,22172.666983084302,440.09365488176104,532.217416892905
702,36047091600,24597.5497945244,33248.2949518729,1083.9745194132001,943.105575911757
703,36047091800,34314.2973865444,30919.5888595675,573.422520769585,726.955973648738
704,36047092000,32594.0298242356,40344.5271771116,1029.77579344254,1109.29607199134
705,36047092200,33315.9568541648,40715.6519659028,1126.24952567032,1120.51138154273
706,36047092400,40888.6028467855,37214.4362386802,944.1418064089,1043.02378827862
707,36047092800,71298.4240144035,52310.242894841795,1165.27260836919,1332.5826894234199
708,36047093000,72684.827424733,60067.1588100165,,1240.8210658212
709,36047093200,68056.25622683861,88257.34915421561,,
710,36047093400,72564.5062530781,49898.95134129441,,
711,36047093600,72230.6421010988,74238.2122149868,,
712,36047093800,42925.3909687629,39387.1475708617,1087.22644297144,1232.66447705656
713,36047094401,61820.1508166544,72992.2932811877,1194.53992039335,1374.3852068422198
714,36047094402,19247.0515667008,17332.7511248647,491.040457294181,438.41664609952005
715,36047094600,70845.3226652888,59161.7774571412,,
716,36047095000,74905.89121501059,74910.1112144742,,
717,36047095400,66365.255976554,66782.0705105082,1485.04509159609,
718,36047095600,71936.8850063378,64698.0620811421,1604.28228873154,1738.37298046437
719,36047095800,65087.2500181658,63897.6968086116,1418.9226459118802,
720,36047096000,,,,
721,36047096200,70581.9168570714,71673.9846221024,,
722,36047096400,70232.8770618203,59687.8774324606,1147.92901605858,
723,36047096600,92667.8976901154,64714.375258671396,,
724,36061002400,27816.9541171816,18713.2537732804,539.819310667775,536.2957112752259
725,36061002500,17431.3942466837,16643.5193742525,508.384049604793,401.71199665862997
726,36061002601,38113.6280770877,57524.3422626393,894.278978515893,941.066428720597
727,36061002602,54381.917664440996,74485.9685987128,1671.4887089351598,1265.2908321151301
728,36061002700,55878.8864757507,57526.3814098305,980.996940068949,1047.10208266095
729,36061002800,44610.9713464504,36133.6882273651,948.4777044865531,983.888519734969
730,36061002900,29513.374240063302,31029.7028078902,896.4469275547199,957.379606249881
731,36061003001,64225.4902752323,72992.2932811877,1731.10730750289,2096.24331251305
732,36061022102,55288.120362670496,42449.9466519849,954.9815516030321,1219.41002031401
733,36061022200,35307.218046326896,39025.1989444307,925.714239578876,1087.88502648416
734,36061022301,29784.3678699166,38318.6344426936,1016.76809920959,983.888519734969
735,36061022302,23451.788727504703,25804.388130541298,843.3321761034731,1138.86370626317
736,36061022400,22064.3013426558,30847.199134281298,615.6975270267,824.8350388244451
737,36061022500,41413.2465141815,49329.009701365,997.2565578601469,1149.05944221897
738,36061022600,40818.1445030236,40326.1748523912,979.912965549536,1034.86719951398
739,36047110600,30207.1179324877,22757.9022269474,566.918673653106,438.41664609952005
740,36047111000,21769.4602733754,16770.9660737,417.330189974083,352.772464070776
741,36047111600,46378.9337876133,38659.1720236174,1382.06751225183,1583.39779393617
742,36047111800,33079.6504089327,36004.202380726405,1142.50914346152,1311.17164391624
743,36047112000,52973.8347637233,26171.4346249502,1313.7771175288,1430.46175459913
744,36047112200,50656.297241217806,30280.3162151387,1308.35724493174,1313.2107911074002
745,36047112400,49612.4297790229,45359.809693771,1261.74634059697,1245.9189337991
746,36047112600,27361.6848190281,41901.4160575627,1159.85273577213,1201.0576955935699
747,36047112800,38443.1563309893,39750.115770888304,1150.09696509741,1264.2712585195402
748,36047113000,40649.0444779951,28715.270745922997,907.286672748852,1153.13773660129
749,36047113200,62328.5348662592,51949.3138420063,,
750,36047113400,21873.521827238998,19566.636872781102,712.171259254475,537.3152848708071
751,36047114201,52772.215503112406,36981.9734588879,,1213.2925787405302
752,36047114202,27980.634269612998,50634.0639037078,1139.25721990328,1186.7836652554402
753,36047114400,29079.784432297998,22251.174149944,944.1418064089,1033.8476259184
754,36047114600,38713.0659863232,43136.1196818104,1103.4860607626401,1316.2695118941401
755,36047115000,38019.3222938987,41014.3870294079,1246.5706973251802,1301.99548155602
756,36047115200,19360.8688912392,36884.0943937121,837.9123035064059,1177.6075028952198
757,36047115600,17454.1577115914,15735.0793005904,404.322495741125,522.021680937102
758,36047115800,39774.2770408287,48154.460919256504,1298.6014742570198,1171.49006132174
759,36047116000,33671.5004965323,29312.740872932998,668.812278477947,795.267404552617
760,36047116200,42834.337109132204,44207.6915307653,,
761,36047116400,41630.0414180641,51039.8541947487,,1169.45091413058
762,36047116600,41213.7952026094,40600.4401496023,1425.42649302836,1318.3086590853
763,36047116800,43996.3577939431,37469.3296375752,1267.16621319404,1149.05944221897
764,36047117000,40794.297063596496,37533.562774096805,1258.49441703873,1403.95284111404
765,36047117201,47184.3268555374,56682.17447269,1170.6924809662598,1380.5026484157002
766,36047117202,43030.5364971459,52158.3264291003,1376.6476396547698,1362.1503236952499
767,36047117400,52633.4667646275,52906.6934482562,1481.7931680378501,1552.8105860687601
768,36047117601,41005.6720948821,47296.999525373496,1264.9982641552099,1361.13075009967
769,36047117602,43542.172470309,40803.3352951227,1324.6168627229301,1164.35304615268
770,36047117800,47339.3352118134,46427.3032483436,1293.18160165995,1349.91544054829
771,36047118000,,,,
772,36047118201,54895.7215866429,46030.689119662806,1451.44188149428,1166.39219334384
773,36047118202,37096.8599778781,51959.5095779621,1233.56300309223,1416.1877242610099
774,36047118400,48973.968787088495,52017.6252729102,1350.63225118885,1430.46175459913
