,zipcode,median_income,mean_income,population,City_zill,State_zill,Metro_zill,CountyName_zill,SizeRank_zill,2010-02_zill,2010-03_zill,2010-04_zill,2010-05_zill,2010-06_zill,2010-07_zill,2010-08_zill,2010-09_zill,2010-10_zill,2010-11_zill,2010-12_zill,2011-01_zill,2011-02_zill,2011-03_zill,2011-04_zill,2011-05_zill,2011-06_zill,2011-07_zill,2011-08_zill,2011-09_zill,2011-10_zill,2011-11_zill,2011-12_zill,2012-01_zill,2012-02_zill,2012-03_zill,2012-04_zill,2012-05_zill,2012-06_zill,2012-07_zill,2012-08_zill,2012-09_zill,2012-10_zill,2012-11_zill,2012-12_zill,2013-01_zill,2013-02_zill,2013-03_zill,2013-04_zill,2013-05_zill,2013-06_zill,2013-07_zill,2013-08_zill,2013-09_zill,2013-10_zill,2013-11_zill,2013-12_zill,2014-01_zill,2014-02_zill,2014-03_zill,2014-04_zill,2014-05_zill,2014-06_zill,2014-07_zill,2014-08_zill,2014-09_zill,2014-10_zill,2014-11_zill,2014-12_zill,2015-01_zill,2015-02_zill,2015-03_zill,2015-04_zill,2015-05_zill,2015-06_zill,2015-07_zill,2015-08_zill,2015-09_zill,2015-10_zill,2015-11_zill,2015-12_zill,2016-01_zill,2016-02_zill,2016-03_zill,2016-04_zill,2016-05_zill,2016-06_zill,2016-07_zill,2016-08_zill,2016-09_zill,2016-10_zill,2016-11_zill,2016-12_zill,2017-01_zill,2017-02_zill,2017-03_zill,2017-04_zill,2017-05_zill,2017-06_zill,2017-07_zill,2017-08_zill,2017-09_zill,2017-10_zill,2017-11_zill,2017-12_zill,2018-01_zill,2018-02_zill,2018-03_zill,2018-04_zill,2018-05_zill,2018-06_zill,2018-07_zill,2018-08_zill,2018-09_zill,2018-10_zill,2018-11_zill,2018-12_zill,2019-01_zill,restaurant_count,recycling_bin_count
131,11235,44729.671,60543.4611,79197,New York,NY,New York-Newark-Jersey City,Kings County,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,1400.0,1450.0,1400.0,1452.5,1400.0,1475.0,1550.0,1595.0,1550.0,1600.0,1550.0,1562.5,1650.0,1675.0,1700.0,1700.0,1600.0,1600.0,1700.0,1875.0,1837.5,1800.0,1850.0,1900.0,1900.0,1900.0,2000.0,2000.0,2125.0,2200.0,2100.0,2000.0,2000.0,2000.0,2000.0,2000.0,2100.0,2300.0,2400.0,2500.0,2500.0,2340.0,2500.0,2500.0,2750.0,2800.0,2500.0,2600.0,2500.0,2275.0,2400.0,2250.0,1990.0,2000.0,2100.0,2200.0,2500.0,2500.0,2400.0,2300.0,2300.0,2299.0,2300.0,2200.0,2325.0,2400.0,2500.0,2400.0,2400.0,2400.0,2375.0,2325.0,2225.0,2195.0,2072.5,2137.5,2100.0,2200.0,2300.0,2350.0,2100.0,2050.0,2000.0,173.0,3.0
132,11236,59567.5509,69801.3086,94098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.0,0.0
133,11237,35354.7791,43843.8726,48837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,2.0
134,11238,61468.5107,79249.3305,49085,New York,NY,New York-Newark-Jersey City,Kings County,134.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2800.0,2899.0,3000.0,3000.0,3000.0,3000.0,3000.0,2900.0,2897.5,2850.0,2900.0,3000.0,2900.0,2650.0,2793.5,2797.5,2935.0,2950.0,2989.5,3000.0,2895.0,2872.5,3000.0,2800.0,2900.0,250.0,6.0
135,11239,24882.1176,33974.7284,14621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0
136,11354,50019.4132,63008.7787,54286,New York,NY,New York-Newark-Jersey City,Queens County,506.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2050.0,2100.0,1995.0,2000.0,2100.0,2100.0,2100.0,1900.0,2100.0,2100.0,2100.0,2200.0,2100.0,2100.0,2100.0,2250.0,2350.0,2300.0,2450.0,2450.0,2500.0,2475.0,2300.0,2100.0,2100.0,1950.0,1900.0,2100.0,2100.0,2100.0,2200.0,2200.0,2225.0,2500.0,2500.0,2500.0,2500.0,2500.0,2600.0,2500.0,2500.0,2400.0,2450.0,2500.0,2450.0,2500.0,2475.0,2400.0,2400.0,2300.0,2362.5,2387.5,2350.0,2300.0,2297.5,2300.0,2300.0,464.0,0.0
137,11355,38623.9557,50392.9258,74434,New York,NY,New York-Newark-Jersey City,Queens County,100.0,,,,,,,,,,,,,,,,,,,,,,1525.0,1400.0,1375.0,1400.0,1535.0,1400.0,1500.0,1600.0,1450.0,1575.0,1500.0,1500.0,1472.5,1500.0,1500.0,1600.0,1600.0,1500.0,1550.0,1600.0,1600.0,1550.0,1631.0,1800.0,1800.0,1850.0,1850.0,1825.0,1800.0,1850.0,1950.0,1875.0,2000.0,2100.0,2015.0,1950.0,1900.0,1875.0,1850.0,1937.5,2075.0,1937.5,2000.0,1975.0,2000.0,1950.0,1925.0,2100.0,2100.0,2200.0,2350.0,2400.0,2200.0,2175.0,2050.0,2000.0,2100.0,2150.0,2050.0,2300.0,1975.0,2200.0,2025.0,2100.0,2200.0,2200.0,2200.0,2200.0,2300.0,2400.0,2400.0,2400.0,2100.0,2300.0,2100.0,2000.0,2125.0,2100.0,2150.0,2175.0,2100.0,2150.0,2200.0,2200.0,2200.0,2125.0,2000.0,222.0,4.0
138,11356,67807.8323,80098.4197,20443,New York,NY,New York-Newark-Jersey City,Queens County,3222.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000.0,2150.0,2350.0,2300.0,2300.0,2350.0,2400.0,2500.0,2400.0,2275.0,2150.0,2150.0,2200.0,2150.0,2250.0,2300.0,2300.0,2250.0,2325.0,2400.0,2300.0,2400.0,2400.0,2275.0,58.0,0.0
139,11357,74096.6311,89656.8591,39650,New York,NY,New York-Newark-Jersey City,Queens County,1908.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2375.0,2500.0,2600.0,2300.0,2300.0,2490.0,2490.0,2500.0,2400.0,2400.0,2450.0,2500.0,2500.0,2400.0,2480.0,2500.0,2500.0,2550.0,2500.0,77.0,0.0
140,11358,66312.1712,80188.7795,37044,New York,NY,New York-Newark-Jersey City,Queens County,2227.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2350.0,2200.0,2175.0,2200.0,2300.0,2100.0,2200.0,2100.0,2125.0,2100.0,2100.0,2300.0,2500.0,2200.0,2200.0,2300.0,2387.5,2300.0,2350.0,2285.0,2300.0,2310.0,2300.0,2225.0,2200.0,156.0,2.0
141,11360,72853.7515,92444.6694,18363,New York,NY,New York-Newark-Jersey City,Queens County,2939.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,2525.0,2650.0,2550.0,2500.0,2600.0,2600.0,2500.0,2600.0,2800.0,2550.0,2500.0,2500.0,2400.0,2500.0,2500.0,2600.0,2700.0,2700.0,2500.0,2625.0,2500.0,2525.0,2600.0,2650.0,22.0,2.0
142,11361,70983.2093,84895.5484,28648,New York,NY,New York-Newark-Jersey City,Queens County,2814.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,2500.0,2500.0,2450.0,2350.0,2200.0,2500.0,2550.0,2350.0,2350.0,2500.0,2500.0,2350.0,2400.0,2300.0,2400.0,2500.0,2450.0,2450.0,2400.0,2350.0,2300.0,2350.0,2200.0,133.0,1.0
143,11362,74826.6041,89962.6059,17509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,1.0
144,11363,92955.3212,118589.1132,6849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0
145,11364,65776.5025,77366.7885,32272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,1.0
146,11365,61097.32,73176.9635,37503,New York,NY,New York-Newark-Jersey City,Queens County,1542.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2325.0,2400.0,2775.0,2650.0,2800.0,2800.0,2650.0,2600.0,2500.0,2400.0,2350.0,2400.0,2400.0,2500.0,2600.0,2500.0,2400.0,2500.0,2500.0,2500.0,2600.0,2600.0,2500.0,54.0,6.0
147,11366,76377.4039,93826.2191,13795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,0.0
148,11367,53564.6755,67846.4708,39791,New York,NY,New York-Newark-Jersey City,Queens County,1586.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2150.0,1850.0,1950.0,1950.0,1825.0,2100.0,2222.5,2200.0,2200.0,2200.0,2200.0,2150.0,1950.0,1900.0,2000.0,2100.0,1900.0,1800.0,1850.0,2100.0,2000.0,1850.0,1950.0,2150.0,2125.0,1900.0,1900.0,53.0,6.0
149,11368,43962.6552,54259.4037,95662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0,12.0
150,11369,54732.4966,65142.6645,37429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.0,0.0
151,11370,37573.9334,49034.4878,28920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0
152,11372,48149.0729,58610.2188,70946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0,1.0
153,11373,44301.174,56732.7671,99884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0,7.0
154,11374,49707.9331,65129.5937,39224,New York,NY,New York-Newark-Jersey City,Queens County,579.0,,,,,,,,,,,,,,,,,,,,1650.0,1625.0,1700.0,1825.0,1700.0,1700.0,1650.0,1500.0,1550.0,1637.5,1600.0,1700.0,1650.0,1700.0,1725.0,1700.0,1700.0,1681.5,1650.0,1669.0,1800.0,1750.0,1750.0,1800.0,1850.0,1925.0,1756.0,1800.0,1780.0,1800.0,1790.0,1800.0,1850.0,1837.5,1800.0,1850.0,1900.0,1862.5,1895.0,1925.0,1825.0,1775.0,1800.0,1750.0,1850.0,1875.0,1900.0,2100.0,2200.0,2200.0,2200.0,2100.0,2100.0,2025.0,1962.5,1950.0,2000.0,2100.0,1950.0,2100.0,1997.0,2000.0,1999.0,2100.0,2012.5,2100.0,1850.0,2050.0,1875.0,2100.0,1900.0,1925.0,1900.0,1900.0,2000.0,2100.0,2100.0,2100.0,2000.0,2097.5,2100.0,1900.0,1895.0,1900.0,1925.0,1950.0,1900.0,1900.0,1850.0,95.0,1.0
155,11375,69446.0737,89704.2477,70142,New York,NY,New York-Newark-Jersey City,Queens County,16.0,,,,,,,,,,,,1800.0,1562.5,1500.0,1537.5,1600.0,1500.0,1550.0,1550.0,1700.0,1725.0,1587.5,1600.0,1700.0,1700.0,1700.0,1700.0,1780.0,1760.0,1780.0,1800.0,1750.0,1800.0,1800.0,1795.0,1761.0,1761.0,1650.0,1650.0,1800.0,1800.0,1900.0,1950.0,2050.0,2150.0,2250.0,2000.0,2000.0,1900.0,1950.0,1995.0,1995.0,1950.0,2225.0,2200.0,2100.0,2295.0,2200.0,2250.0,2150.0,2100.0,2025.0,2000.0,2000.0,2250.0,2172.5,2250.0,2200.0,2100.0,2087.5,2100.0,2100.0,2100.0,2075.0,2100.0,2100.0,2100.0,2185.0,2075.0,2100.0,2100.0,2285.0,2147.5,2050.0,2000.0,1950.0,2000.0,2295.0,2295.0,2300.0,2395.0,2322.5,2247.5,1995.0,1950.0,1865.0,1950.0,1950.0,2000.0,2000.0,1950.0,1995.0,2100.0,2100.0,2000.0,2100.0,2000.0,2022.5,209.0,3.0
156,11377,49978.8076,60262.6681,87015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,3.0
157,11378,59362.7033,68915.0458,33487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,0.0
158,11379,61824.3232,76167.0077,33886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,4.0
159,11385,47469.8714,57794.7135,95262,New York,NY,New York-Newark-Jersey City,Queens County,137.0,,,,,,,,,,,,,,,,,,,,,,,1400.0,1300.0,1300.0,1350.0,1350.0,1450.0,1450.0,1450.0,1500.0,1550.0,1500.0,1500.0,1500.0,1500.0,1500.0,1600.0,1600.0,1700.0,1650.0,1600.0,1675.0,1700.0,1695.0,1692.0,1800.0,1600.0,1600.0,1600.0,1600.0,1787.5,1775.0,1700.0,1800.0,2000.0,1999.0,2000.0,1997.5,2000.0,2000.0,1795.0,1875.0,2000.0,2200.0,2200.0,2150.0,2200.0,2200.0,2400.0,2475.0,2325.0,2400.0,2495.0,2400.0,2400.0,2500.0,2300.0,2095.0,2300.0,2147.5,2300.0,2350.0,2325.0,2250.0,2150.0,2100.0,2299.0,2249.5,2200.0,2200.0,2000.0,2300.0,2000.0,2000.0,2000.0,2000.0,2050.0,2000.0,2100.0,2100.0,2100.0,2200.0,2175.0,2295.0,2150.0,2200.0,2200.0,292.0,1.0
160,11411,69131.5808,79342.336,17909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
161,11412,67395.5987,77263.7438,36433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,3.0
162,11413,77058.1467,84085.1138,39571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,3.0
163,11414,70964.8067,84305.5087,28120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,0.0
164,11415,55983.3512,70069.1331,19423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,1.0
165,11416,46712.5556,58913.822,21053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,3.0
166,11417,56102.9338,66183.1157,28748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,2.0
167,11418,57063.3834,66711.6469,36587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,0.0
168,11419,49705.3095,59641.8032,44065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,1.0
169,11420,55055.5659,66550.7443,41750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,0.0
170,11421,55093.7928,66525.3233,37664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.0,3.0
171,11422,68822.9027,76688.5883,26308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,0.0
172,11423,64756.1233,79561.114,31575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,3.0
173,11426,74452.1944,87041.2389,17445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,4.0
174,11427,57224.3848,67493.9428,21275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,1.0
175,11428,71126.5564,85683.6821,20923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,0.0
176,11429,72714.1372,82272.7741,27816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,0.0
177,11430,50483.3,54620.468,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,2.0
178,11432,50291.2065,64694.3772,54915,New York,NY,New York-Newark-Jersey City,Queens County,985.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200.0,2150.0,2350.0,2300.0,2100.0,2130.0,2025.0,2025.0,2000.0,2000.0,1825.0,1925.0,2072.5,2300.0,2250.0,2200.0,2300.0,2100.0,2250.0,2300.0,2400.0,186.0,1.0
179,11433,41780.0631,54771.0096,28391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,3.0
180,11434,51640.5104,59039.1065,52603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,0.0
181,11435,44721.7965,52869.8387,47317,New York,NY,New York-Newark-Jersey City,Queens County,1288.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1797.5,1800.0,1600.0,1674.5,1650.0,1650.0,1672.5,1775.0,1700.0,1847.5,1850.0,1749.5,1797.5,1700.0,1800.0,1700.0,1750.0,1697.5,1750.0,1800.0,1750.0,1900.0,1900.0,1867.5,1950.0,111.0,1.0
182,11436,62297.1561,69595.4619,18291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,5.0
183,11691,35645.3949,51204.389,54005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,2.0
184,11692,42385.4913,53663.5965,15850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0
185,11693,54873.713,65333.225,11120,New York,NY,New York-Newark-Jersey City,Queens County,3316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,1600.0,36.0,0.0
186,11694,75157.2154,89574.9242,19299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,1.0
187,11697,82290.534,101499.855,4206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0
