,zipcode,median_income,mean_income,population,City_zill,State_zill,Metro_zill,CountyName_zill,SizeRank_zill,2010-02_zill,2010-03_zill,2010-04_zill,2010-05_zill,2010-06_zill,2010-07_zill,2010-08_zill,2010-09_zill,2010-10_zill,2010-11_zill,2010-12_zill,2011-01_zill,2011-02_zill,2011-03_zill,2011-04_zill,2011-05_zill,2011-06_zill,2011-07_zill,2011-08_zill,2011-09_zill,2011-10_zill,2011-11_zill,2011-12_zill,2012-01_zill,2012-02_zill,2012-03_zill,2012-04_zill,2012-05_zill,2012-06_zill,2012-07_zill,2012-08_zill,2012-09_zill,2012-10_zill,2012-11_zill,2012-12_zill,2013-01_zill,2013-02_zill,2013-03_zill,2013-04_zill,2013-05_zill,2013-06_zill,2013-07_zill,2013-08_zill,2013-09_zill,2013-10_zill,2013-11_zill,2013-12_zill,2014-01_zill,2014-02_zill,2014-03_zill,2014-04_zill,2014-05_zill,2014-06_zill,2014-07_zill,2014-08_zill,2014-09_zill,2014-10_zill,2014-11_zill,2014-12_zill,2015-01_zill,2015-02_zill,2015-03_zill,2015-04_zill,2015-05_zill,2015-06_zill,2015-07_zill,2015-08_zill,2015-09_zill,2015-10_zill,2015-11_zill,2015-12_zill,2016-01_zill,2016-02_zill,2016-03_zill,2016-04_zill,2016-05_zill,2016-06_zill,2016-07_zill,2016-08_zill,2016-09_zill,2016-10_zill,2016-11_zill,2016-12_zill,2017-01_zill,2017-02_zill,2017-03_zill,2017-04_zill,2017-05_zill,2017-06_zill,2017-07_zill,2017-08_zill,2017-09_zill,2017-10_zill,2017-11_zill,2017-12_zill,2018-01_zill,2018-02_zill,2018-03_zill,2018-04_zill,2018-05_zill,2018-06_zill,2018-07_zill,2018-08_zill,2018-09_zill,2018-10_zill,2018-11_zill,2018-12_zill,2019-01_zill,restaurant_count,recycling_bin_count
0,10001,71244.61,123112.7764,17678,New York,NY,New York-Newark-Jersey City,New York County,1297.0,,,,,,,,,,,,,,,,,3300.0,3301.0,3300.0,3050.0,3055.0,3525.0,3500.0,3400.0,3400.0,3301.0,3300.0,3375.0,3400.0,3300.0,3400.0,3487.5,3476.5,3400.0,3388.5,3325.0,3400.0,3450.0,3500.0,3585.0,3495.0,3400.0,3495.0,3495.0,3400.0,3462.5,3462.5,3470.0,3400.0,3385.0,3500.0,3500.0,3500.0,3400.0,3497.5,3500.0,3475.0,3500.0,3462.5,3500.0,3500.0,3497.5,3497.5,3480.0,3497.5,3500.0,3480.0,3600.0,3500.0,3475.0,3400.0,3470.0,3500.0,3400.0,3400.0,3400.0,3400.0,3400.0,3455.0,3300.0,3372.5,3470.0,3372.5,3462.5,3487.5,3487.5,3480.0,3455.0,3400.0,3400.0,3400.0,3400.0,3462.5,3372.5,3400.0,3400.0,3470.0,3282.0,3375.0,3470.0,3387.5,3387.5,3370.0,3348.0,3400.0,3370.0,3348.0,3400.0,488.0,1.0
1,10002,30843.9574,46258.6118,70878,New York,NY,New York-Newark-Jersey City,New York County,9.0,,,,,,,,,,,,,,2675.0,2997.5,2750.0,2750.0,2700.0,3172.5,3395.0,3300.0,2800.0,3000.0,2695.0,2837.5,2750.0,2695.0,2750.0,2795.0,2750.0,2650.0,2695.0,2800.0,2800.0,2850.0,2850.0,2800.0,2850.0,2800.0,2800.0,2850.0,2987.5,3050.0,2977.5,2850.0,3000.0,2900.0,3000.0,2997.5,3000.0,3100.0,3050.0,3100.0,3125.0,3200.0,3300.0,3197.5,3300.0,3300.0,3300.0,3160.0,3150.0,3100.0,2997.5,3197.5,3195.0,3300.0,3125.0,3125.0,3000.0,3050.0,3125.0,3150.0,3150.0,3050.0,3000.0,3100.0,3000.0,3100.0,2900.0,2937.5,2900.0,2950.0,3050.0,3300.0,3195.0,3197.5,3250.0,3240.0,3240.0,3050.0,2800.0,3050.0,3000.0,3000.0,3000.0,3100.0,3195.0,3125.0,3250.0,3195.0,3125.0,3200.0,3199.0,3112.5,3112.5,3125.0,3050.0,509.0,10.0
2,10003,89998.5339,139330.9968,53609,New York,NY,New York-Newark-Jersey City,New York County,45.0,,,,,,,,,,,,,3500.0,3100.0,3000.0,3000.0,3000.0,3000.0,3300.0,3200.0,3300.5,3250.0,3200.0,3100.0,3150.0,3000.0,3100.0,3250.0,3485.0,3400.0,3400.0,3550.0,3650.0,3500.0,3400.0,3375.0,3399.0,3450.0,3400.0,3500.0,3500.0,3495.0,3500.0,3500.0,3750.0,3850.0,3800.0,3777.5,3800.0,3750.0,3750.0,3797.5,3800.0,3800.0,3800.0,3895.0,3800.0,3700.0,3600.0,3825.0,3800.0,3800.0,3895.0,3895.0,3895.0,3825.0,3825.0,3950.0,3950.0,3895.0,3895.0,3950.0,3925.0,3895.0,3800.0,3895.0,3755.0,3750.0,3850.0,3872.5,3800.0,3850.0,3750.0,3895.0,3800.0,3950.0,3895.0,3950.0,3950.0,3895.0,3800.0,3800.0,3800.0,3850.0,3872.5,3800.0,3750.0,3700.0,3700.0,3800.0,3725.0,3700.0,3800.0,3800.0,3800.0,3800.0,3800.0,3750.0,682.0,7.0
3,10004,110183.6857,156682.7615,1271,New York,NY,New York-Newark-Jersey City,New York County,3370.0,,,,,,,,,,,,,,2972.0,3022.5,3200.0,3500.0,3500.0,3500.0,3972.5,3850.0,3650.0,3687.0,3695.0,3712.5,3650.0,3595.0,3595.0,3695.0,3695.0,3700.0,3650.0,3695.0,3900.0,3650.0,3612.5,3600.0,3600.0,3600.0,3600.0,3500.0,3600.0,3574.5,3595.0,3500.0,3500.0,3500.0,3450.0,3200.0,3400.0,3400.0,3500.0,3550.0,3299.5,3525.0,3695.0,3550.0,3500.0,3500.0,3550.0,3550.0,3575.0,3525.0,3600.0,3500.0,3500.0,3500.0,3800.0,3950.0,3800.0,3800.0,3525.0,3500.0,3500.0,3500.0,3500.0,3750.0,3700.0,3800.0,3995.0,3959.5,3972.5,3950.0,3650.0,3700.0,3675.0,3550.0,3750.0,3750.0,3500.0,3950.0,3972.5,4200.0,4197.5,4195.0,4200.0,4200.0,3995.0,3950.0,4000.0,4000.0,3995.0,3972.5,3995.0,4110.0,4010.0,3995.0,3876.0,145.0,3.0
4,10005,115133.2855,163762.6601,1517,New York,NY,New York-Newark-Jersey City,New York County,3250.0,,,,,,,,,,,,,,,3350.0,3375.0,3675.0,3700.0,3950.0,3825.0,3700.0,3695.0,3550.0,3550.0,3600.0,3500.0,3550.0,3575.0,3547.5,3547.5,3500.0,3475.0,3500.0,3550.0,3495.0,3450.0,3386.0,3320.0,3215.0,3394.0,3295.0,3495.0,3495.0,3595.0,4000.0,4225.0,4000.0,4000.0,4000.0,4000.0,4000.0,4100.0,4125.0,4000.0,4072.5,4000.0,4097.5,4195.0,4150.0,4125.0,4125.0,3995.0,4000.0,4000.0,4000.0,4072.5,3995.0,4072.5,4232.5,3995.0,3847.5,3972.5,3950.0,3995.0,3895.0,3800.0,3895.0,3950.0,3907.5,3800.0,3895.0,3800.0,3750.0,3760.5,3800.0,3907.5,3800.0,3800.0,3800.0,3800.0,3952.5,3895.0,3850.0,3795.5,3907.5,3905.0,3950.0,3972.5,3987.5,3995.0,3897.5,3907.5,3995.0,3995.0,3995.0,3910.0,3900.0,3910.0,72.0,3.0
5,10006,111220.0,156776,972,New York,NY,New York-Newark-Jersey City,New York County,3363.0,,,,,,,,,,,,,,,,,,,,,,,,,2800.0,2950.0,2945.0,2930.0,2975.0,2954.0,3025.0,3150.0,3140.0,3060.0,3099.5,3000.0,2995.0,2995.0,2995.0,3000.0,3000.0,3000.0,2995.0,3135.0,3300.0,3800.0,3895.0,3800.0,3950.0,4000.0,3998.0,4000.0,4000.0,4212.5,4250.0,4000.0,4100.0,4000.0,3647.5,3500.0,3700.0,3500.0,3745.0,3700.0,3795.0,3800.0,3700.0,3595.0,3850.0,3895.0,3800.0,3998.0,3998.0,4000.0,3995.0,3897.5,3695.0,3600.0,3700.0,3485.0,3485.0,3497.5,3495.0,3497.0,3697.5,3750.0,3800.0,3800.0,3500.0,3497.5,3575.0,3600.0,3595.0,3600.0,3500.0,3697.5,3800.0,3750.0,3900.0,3645.0,3485.0,3595.0,3500.0,3672.5,3550.0,3600.0,3700.0,3700.0,45.0,2.0
6,10007,145458.7823,256235.5719,3520,New York,NY,New York-Newark-Jersey City,New York County,3354.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5795.0,5795.0,6500.0,5795.0,5895.0,5795.0,6197.5,6500.0,5400.0,5695.0,5400.0,5067.0,5100.0,5342.0,5695.0,5795.0,5845.0,6325.0,141.0,9.0
7,10009,56615.2777,78138.2679,56975,New York,NY,New York-Newark-Jersey City,New York County,22.0,,,,,,,,,,,,,,2599.0,2375.0,2597.5,2650.0,2850.0,2972.5,2944.5,2995.0,2995.0,2997.5,3155.0,3100.0,2995.0,2900.0,3000.0,3060.0,3000.0,3200.0,3250.0,3250.0,3250.0,3150.0,3100.0,3100.0,3000.0,3000.0,3150.0,3150.0,3000.0,3100.0,3200.0,3300.0,3390.0,3400.0,3418.5,3390.0,3307.5,3307.5,3300.0,3300.0,3447.5,3400.0,3395.0,3497.5,3390.0,3300.0,3315.0,3472.5,3422.5,3400.0,3400.0,3447.5,3400.0,3400.0,3445.0,3495.0,3450.0,3400.0,3422.5,3395.0,3395.0,3395.0,3400.0,3400.0,3400.0,3392.5,3400.0,3362.5,3307.5,3370.0,3370.0,3337.5,3395.0,3495.0,3500.0,3500.0,3500.0,3400.0,3450.0,3400.0,3400.0,3422.5,3400.0,3325.0,3422.5,3445.0,3400.0,3462.5,3422.5,3400.0,3495.0,3447.5,3320.0,3315.0,3350.0,311.0,13.0
8,10010,93702.0061,137105.706,27322,New York,NY,New York-Newark-Jersey City,New York County,749.0,,,,,,,,,,,,,3017.5,2995.0,3075.0,3150.0,3187.5,3322.5,3295.0,3280.0,3150.0,3160.0,3095.0,2995.0,3200.0,3100.0,3150.0,3295.0,3400.0,3430.0,3490.0,3380.0,3435.0,3450.0,3400.0,3400.0,3450.0,3450.0,3450.0,3450.0,3400.0,3400.0,3400.0,3300.0,3300.0,3495.0,3500.0,3500.0,3500.0,3500.0,3600.0,3500.0,3750.0,3400.0,3495.0,3497.5,3500.0,3315.0,3600.0,3695.0,3750.0,3750.0,3750.0,3795.0,3750.0,3725.0,3700.0,3712.5,3750.0,3695.0,3630.0,3605.0,3617.5,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3495.0,3495.0,3500.0,3400.0,3500.0,3500.0,3500.0,3600.0,3600.0,3600.0,3695.0,3500.0,3500.0,3550.0,3605.0,3612.5,3500.0,3500.0,3500.0,3500.0,3695.0,3597.5,3600.0,3500.0,3500.0,3495.0,3497.5,3450.0,3500.0,259.0,0.0
9,10011,92359.4888,160936.5432,45899,New York,NY,New York-Newark-Jersey City,New York County,24.0,,,,,,,,,,,,,,3200.0,3297.5,3295.0,3200.0,3197.5,3212.5,3225.0,3295.0,3497.5,3450.0,3395.0,3495.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3550.0,3500.0,3500.0,3400.0,3395.0,3495.0,3500.0,3595.0,3600.0,3695.0,3600.0,3695.0,3800.0,3750.0,3750.0,3800.0,3750.0,3750.0,3800.0,4000.0,3800.0,3800.0,3750.0,3795.0,3697.5,3712.5,3800.0,3750.0,3850.0,3900.0,3900.0,3900.0,3950.0,3825.0,3800.0,3800.0,3800.0,3800.0,3900.0,3895.0,3800.0,3800.0,3700.0,3750.0,3697.5,3795.0,3695.0,3700.0,3750.0,3500.0,3750.0,3750.0,3800.0,3872.5,3850.0,3750.0,3800.0,3800.0,3850.0,3900.0,3850.0,3750.0,3800.0,3712.5,3700.0,3600.0,3695.0,3695.0,3725.0,3750.0,3800.0,3800.0,3750.0,3688.5,3695.0,455.0,1.0
10,10012,81316.7066,135998.6472,26464,New York,NY,New York-Newark-Jersey City,New York County,1800.0,,,,,,,,,,,,,,,,,,,,,,,,3200.0,3340.0,3450.0,3395.0,3295.0,3292.5,3295.0,3295.0,3200.0,3350.0,3395.0,3350.0,3350.0,3275.0,3300.0,3350.0,3300.0,3275.0,3200.0,3350.0,3350.0,3350.0,3400.0,3400.0,3400.0,3350.0,3400.0,3500.0,3450.0,3500.0,3350.0,3350.0,3470.0,3595.0,3497.5,3500.0,3495.0,3495.0,3500.0,3595.0,3500.0,3500.0,3625.0,3600.0,3595.0,3600.0,3595.0,3595.0,3600.0,3500.0,3547.5,3500.0,3425.0,3450.0,3450.0,3400.0,3350.0,3450.0,3497.0,3300.0,3500.0,3650.0,3700.0,3625.0,3547.5,3595.0,3700.0,3500.0,3500.0,3500.0,3500.0,3450.0,3350.0,3450.0,3495.0,3350.0,3500.0,3450.0,3470.0,3400.0,3400.0,3470.0,3492.5,3375.0,3350.0,429.0,8.0
11,10013,69836.0955,137738.4104,24723,New York,NY,New York-Newark-Jersey City,New York County,1565.0,,,,,,,,,,,,,,,,,,,,,,,5787.5,5800.0,5045.0,4825.0,4795.0,4700.0,4600.0,4495.0,4400.0,4500.0,4500.0,4500.0,4500.0,4450.0,4300.0,4500.0,4500.0,4500.0,4395.0,4495.0,4595.0,4750.0,5000.0,5400.0,5200.0,5495.0,5500.0,5600.0,6000.0,5500.0,5500.0,5500.0,5595.0,5500.0,5347.5,5497.5,5595.0,6000.0,5595.0,6000.0,5995.0,6000.0,5645.0,5697.0,5500.0,5400.0,5397.5,5400.0,5400.0,5447.5,5595.0,5547.5,5500.0,5500.0,5395.0,5395.0,5400.0,5400.0,5495.0,5147.5,5050.0,5447.5,5900.0,5995.0,5750.0,5950.0,5995.0,6000.0,5825.0,5750.0,5500.0,5595.0,5600.0,5570.0,5500.0,5500.0,5497.5,5500.0,5595.0,5595.0,5595.0,5500.0,5400.0,5395.0,5197.5,5195.0,497.0,1.0
12,10013,69836.0955,137738.4104,24723,New York,NY,New York-Newark-Jersey City,New York County,1565.0,,,,,,,,,,,,,,,,,,,,,,,5787.5,5800.0,5045.0,4825.0,4795.0,4700.0,4600.0,4495.0,4400.0,4500.0,4500.0,4500.0,4500.0,4450.0,4300.0,4500.0,4500.0,4500.0,4395.0,4495.0,4595.0,4750.0,5000.0,5400.0,5200.0,5495.0,5500.0,5600.0,6000.0,5500.0,5500.0,5500.0,5595.0,5500.0,5347.5,5497.5,5595.0,6000.0,5595.0,6000.0,5995.0,6000.0,5645.0,5697.0,5500.0,5400.0,5397.5,5400.0,5400.0,5447.5,5595.0,5547.5,5500.0,5500.0,5395.0,5395.0,5400.0,5400.0,5495.0,5147.5,5050.0,5447.5,5900.0,5995.0,5750.0,5950.0,5995.0,6000.0,5825.0,5750.0,5500.0,5595.0,5600.0,5570.0,5500.0,5500.0,5497.5,5500.0,5595.0,5595.0,5595.0,5500.0,5400.0,5395.0,5197.5,5195.0,497.0,9.0
13,10014,98449.9155,162205.491,32867,New York,NY,New York-Newark-Jersey City,New York County,478.0,,,,,,,,,,,,3200.0,3200.0,3155.0,3195.0,3172.5,3395.0,3200.0,3300.0,3395.0,3350.0,3200.0,3195.0,3195.0,3150.0,3200.0,3300.0,3450.0,3395.0,3450.0,3450.0,3500.0,3595.0,3600.0,3500.0,3495.0,3400.0,3400.0,3395.0,3497.5,3400.0,3400.0,3495.0,3480.0,3400.0,3501.5,3500.0,3500.0,3501.5,3595.0,3700.0,3795.0,3930.0,3695.0,3500.0,3550.0,3600.0,3600.0,3572.5,3800.0,3797.5,3697.5,3600.0,3795.0,3800.0,3799.5,3799.5,3800.0,3800.0,3772.5,3750.0,3795.0,3797.5,3800.0,3697.5,3600.0,3501.5,3500.0,3550.0,3500.0,3500.0,3550.0,3467.5,3575.0,3640.0,3795.0,3772.5,3750.0,3695.0,3750.0,3725.0,3700.0,3600.0,3550.0,3500.0,3600.0,3550.0,3550.0,3695.0,3697.5,3750.0,3750.0,3600.0,3497.5,3500.0,3700.0,3595.0,3700.0,424.0,14.0
14,10016,96760.4462,144872.3901,49904,New York,NY,New York-Newark-Jersey City,New York County,13.0,,,,,,,,,,,,,2900.0,2900.0,2895.0,2895.0,2900.0,3000.0,3000.0,2995.0,3000.0,3095.0,3000.0,2995.0,3000.0,3000.0,3050.0,3100.0,3195.0,3195.0,3195.0,3200.0,3200.0,3200.0,3194.5,3100.0,3100.0,3150.0,3195.0,3200.0,3200.0,3200.0,3200.0,3200.0,3350.0,3324.0,3400.0,3400.0,3400.0,3400.0,3370.0,3300.0,3300.0,3347.0,3400.0,3475.0,3450.0,3437.5,3400.0,3400.0,3400.0,3450.0,3400.0,3475.0,3450.0,3450.0,3452.5,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3450.0,3475.0,3477.5,3452.5,3437.5,3400.0,3397.5,3500.0,3450.0,3500.0,3500.0,3500.0,3500.0,3495.0,3425.0,3450.0,3415.0,3400.0,3455.0,3495.0,3400.0,3400.0,3450.0,3402.5,3450.0,3500.0,3500.0,3475.0,3437.5,3405.0,3400.0,3400.0,441.0,2.0
15,10017,102523.5025,149723.7834,16231,New York,NY,New York-Newark-Jersey City,New York County,2371.0,,,,,,,,,,,,2750.0,2900.0,2895.0,2897.5,2900.0,2900.0,2897.5,2897.5,2950.0,3175.0,3100.0,3000.0,3000.0,3000.0,2950.0,2900.0,2900.0,3000.0,3000.0,3000.0,3000.0,3100.0,3100.0,3000.0,3000.0,3000.0,3000.0,3100.0,3200.0,3195.0,3195.0,3200.0,3200.0,3200.0,3200.0,3150.0,3100.0,3150.0,3100.0,3150.0,3200.0,3200.0,3200.0,3197.5,3200.0,3200.0,3300.0,3275.0,3300.0,3250.0,3300.0,3299.0,3200.0,3200.0,3300.0,3300.0,3300.0,3300.0,3200.0,3200.0,3150.0,3000.0,3100.0,3100.0,3200.0,3200.0,3200.0,3200.0,3100.0,3075.0,3200.0,3150.0,3300.0,3300.0,3200.0,3200.0,3225.0,3200.0,3197.5,3200.0,3197.5,3185.0,3100.0,3095.0,3200.0,3100.0,3000.0,2990.0,2990.0,2995.0,3000.0,3000.0,3125.0,3100.0,3000.0,3000.0,3000.0,358.0,2.0
16,10018,84799.0772,112292.3727,4255,New York,NY,New York-Newark-Jersey City,New York County,3230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3549.5,3600.5,3503.0,3549.5,3501.5,3495.0,3500.0,3500.0,3503.0,3709.5,3605.0,3400.0,3495.0,3400.0,3400.0,3500.0,3395.0,3400.0,3497.5,3395.0,3497.5,3596.0,3605.0,3598.0,3503.0,3499.0,3495.0,3503.0,3499.0,3499.0,3447.5,3400.0,3499.0,3400.0,3400.0,3379.5,3364.0,3397.5,3400.0,3500.0,3495.0,3499.0,3495.0,3400.0,3495.0,382.0,4.0
17,10019,84786.4665,133175.3716,39048,New York,NY,New York-Newark-Jersey City,New York County,73.0,,,,3900.0,3500.0,3500.0,3625.0,3700.0,3775.0,3775.0,3725.0,3500.0,3109.0,2883.5,3200.0,3200.0,3250.0,3295.0,3350.5,3400.0,3490.0,3484.0,3300.0,3297.5,3295.0,3270.0,3250.0,3295.0,3267.0,3300.0,3300.0,3399.0,3495.0,3500.0,3400.0,3395.0,3350.0,3307.0,3350.0,3395.0,3430.0,3414.0,3400.0,3400.0,3511.0,3590.0,3500.0,3522.0,3547.0,3550.0,3567.0,3500.0,3590.0,3500.0,3500.0,3500.0,3590.0,3572.5,3550.0,3590.0,3542.5,3600.0,3595.0,3635.0,3625.0,3619.0,3616.0,3636.5,3684.0,3625.0,3664.5,3645.0,3650.0,3619.0,3590.0,3595.0,3542.5,3541.0,3590.0,3500.0,3525.5,3582.5,3495.0,3539.0,3572.5,3544.0,3595.0,3595.0,3613.0,3600.0,3500.0,3541.0,3522.0,3500.0,3522.0,3500.0,3500.0,3544.0,3542.5,3572.5,3550.0,3590.0,3600.0,3600.0,3599.0,3590.0,3591.0,3595.0,695.0,2.0
18,10020,113846.0,147680,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,0.0
19,10021,113800.3846,198530.1081,44173,New York,NY,New York-Newark-Jersey City,New York County,262.0,,,,,,,,,,,,,2350.0,2550.0,2695.0,2695.0,2675.0,2695.0,2699.0,2900.0,3100.0,3262.5,3395.0,3433.0,3062.5,2895.0,2800.0,2824.5,2772.5,2750.0,2750.0,2797.5,2895.0,2900.0,3000.0,3000.0,2912.5,2800.0,2800.0,2800.0,2695.0,2600.0,2800.0,3100.0,3100.0,3200.0,3295.0,3200.0,3200.0,3200.0,3225.0,3272.5,3300.0,3400.0,3495.0,3585.0,3500.0,3500.0,3572.5,3500.0,3450.0,3495.0,3425.0,3347.5,3400.0,3490.0,3450.0,3495.0,3562.5,3497.5,3525.0,3497.5,3450.0,3495.0,3500.0,3585.0,3495.0,3450.0,3295.0,3200.0,3395.0,3472.5,3195.0,3450.0,3500.0,3700.0,3812.5,3795.0,3695.0,3600.0,3400.0,3456.0,3450.0,3450.0,3450.0,3450.0,3400.0,3200.0,3295.0,3300.0,3300.0,3297.5,3297.5,3225.0,3397.5,3450.0,3345.0,3295.0,150.0,0.0
20,10022,93106.6559,158965.178,26460,New York,NY,New York-Newark-Jersey City,New York County,910.0,,,,,,,,,4100.0,3900.0,3825.0,3500.0,3700.0,3172.5,3000.0,3100.0,3500.0,3750.0,4000.0,4195.0,4000.0,3547.5,3450.0,3397.5,3350.0,3200.0,3200.0,3395.0,3450.0,3400.0,3300.0,3395.0,3395.0,3400.0,3200.0,3195.0,3200.0,3200.0,3200.0,3300.0,3200.0,3100.0,3200.0,3200.0,3300.0,3500.0,3472.5,3500.0,3500.0,3500.0,3525.0,3500.0,3470.0,3512.5,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3450.0,3495.0,3500.0,3695.0,3695.0,3600.0,3600.0,3600.0,3625.0,3650.0,3695.0,3650.0,3650.0,3700.0,3625.0,3497.5,3495.0,3495.0,3299.0,3450.0,3495.0,3200.0,3497.5,3495.0,3425.0,3500.0,3500.0,3500.0,3495.0,3400.0,3462.5,3495.0,3495.0,3400.0,3495.0,3300.0,3200.0,3395.0,3300.0,3395.0,3397.5,3500.0,3425.0,3450.0,3448.5,3447.0,3252.0,463.0,2.0
21,10023,108285.5918,194365.9259,59002,New York,NY,New York-Newark-Jersey City,New York County,3.0,,,3420.0,3250.0,3575.0,3850.0,3975.0,3949.5,4392.5,4550.0,4430.0,3800.0,3750.0,3500.0,3400.0,3295.0,3254.0,3295.0,3450.0,3560.0,3560.0,3600.0,3445.5,3400.0,3499.0,3350.0,3350.0,3465.0,3599.0,3500.0,3500.0,3510.0,3500.0,3422.0,3400.0,3400.0,3395.0,3410.0,3302.5,3300.0,3399.0,3400.0,3350.5,3500.0,3500.0,3500.0,3587.5,3600.0,3600.0,3698.5,3750.0,3696.0,3897.0,3700.0,3790.0,3795.0,3850.0,3792.5,3700.0,3792.5,3700.0,3750.0,3750.0,3750.0,3762.5,3800.0,3797.5,3800.0,3800.0,3795.0,3800.0,3810.0,3800.0,3800.0,3700.0,3700.0,3700.0,3600.0,3550.0,3500.0,3500.0,3500.0,3587.5,3650.0,3650.0,3600.0,3700.0,3750.0,3745.0,3790.0,3600.0,3600.0,3525.0,3698.5,3695.0,3695.0,3500.0,3500.0,3500.0,3500.0,3500.0,3600.0,3600.0,3650.0,3790.0,3750.0,3698.5,3697.0,197.0,8.0
22,10024,110998.9883,191408.2026,61485,New York,NY,New York-Newark-Jersey City,New York County,62.0,,,,,,,,,,,,,3200.0,3095.0,3000.0,3047.5,3000.0,3250.0,3440.0,3500.0,3800.0,3600.0,3500.0,3200.0,3295.0,3100.0,3095.0,3250.0,3300.0,3368.0,3307.5,3300.0,3320.0,3300.0,3299.0,3295.0,3250.0,3295.0,3250.0,3299.0,3225.0,3200.0,3200.0,3400.0,3300.0,3300.0,3285.0,3250.0,3250.0,3248.0,3275.0,3300.0,3300.0,3500.0,3300.0,3300.0,3300.0,3300.0,3350.0,3400.0,3360.0,3312.5,3300.0,3300.0,3475.0,3500.0,3495.0,3485.0,3400.0,3395.0,3400.0,3397.0,3400.0,3412.5,3400.0,3400.0,3400.0,3300.0,3300.0,3300.0,3325.0,3400.0,3300.0,3312.5,3325.0,3300.0,3300.0,3300.0,3300.0,3399.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3300.0,3400.0,3400.0,3400.0,3300.0,3300.0,3395.0,3400.0,3395.0,3325.0,3300.0,196.0,0.0
23,10025,65001.2415,112009.46,96117,New York,NY,New York-Newark-Jersey City,New York County,1.0,,,,,,,,,2587.5,2700.0,2800.0,2600.0,2750.0,2850.0,2825.0,2900.0,2725.0,2895.0,3200.0,3097.5,3000.0,3097.5,3060.0,2850.0,3000.0,2800.0,2900.0,2900.0,2950.0,2940.0,3195.0,3200.0,3300.0,3325.0,3195.0,3165.5,3250.0,3299.0,3200.0,3250.0,3150.0,2950.0,3200.0,3300.0,3385.0,3450.0,3492.5,3402.5,3350.0,3350.0,3350.0,3380.0,3362.5,3400.0,3350.0,3375.0,3445.0,3400.0,3400.0,3400.0,3385.0,3400.0,3400.0,3400.0,3385.0,3395.0,3450.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3450.0,3500.0,3500.0,3400.0,3400.0,3405.0,3445.0,3500.0,3500.0,3490.0,3490.0,3400.0,3350.0,3495.0,3400.0,3422.5,3400.0,3400.0,3422.5,3375.0,3405.0,3440.0,3397.5,3400.0,3400.0,3350.0,3385.0,3400.0,3400.0,3395.0,3402.5,3380.0,3400.0,3445.0,3400.0,232.0,1.0
24,10026,31541.8106,50331.7923,25925,New York,NY,New York-Newark-Jersey City,New York County,1423.0,,,,,,,,,,,,,,,,,,,2250.0,2200.0,2395.0,2295.0,2446.0,2395.0,2500.0,2400.0,2358.0,2337.5,2400.0,2481.0,2400.0,2400.0,2600.0,2600.0,2500.0,2500.0,2595.0,2595.0,2495.0,2495.0,2500.0,2495.0,2450.0,2400.0,2495.0,2500.0,2500.0,2525.0,2550.0,2550.0,2595.0,2500.0,2580.0,2500.0,2595.0,2566.5,2587.5,2553.0,2566.5,2580.0,2553.0,2595.0,2587.5,2500.0,2600.0,2600.0,2500.0,2526.5,2553.0,2553.0,2587.5,2500.0,2500.0,2500.0,2500.0,2553.0,2650.0,2551.5,2650.0,2526.5,2587.5,2500.0,2500.0,2500.0,2553.0,2595.0,2672.5,2772.5,2725.0,2697.5,2697.5,2600.0,2564.0,2526.5,2595.0,2587.5,2595.0,2587.5,2550.0,2580.0,2625.0,2625.0,2595.0,2650.0,2622.5,2500.0,2500.0,2600.0,88.0,6.0
